id,url,title,subtitle,image,claps,responses,reading_time,publication,date,category
234,https://uxdesign.cc/notion-for-ui-ux-and-product-designers-e7d3580d0bd6,Notion for UI/UX and product designers,,234.jpeg,433,0,6,UX Collective,2019-07-25,Art & Design
238,https://medium.com/swlh/the-3-deadliest-sins-of-form-validation-5bb89b9fb2c0,The 3 Deadliest Sins of Form Validation,Why You Probably Shouldn’t Validate an Email Address with…,238.png,1000,4,5,The Startup,2019-07-25,Technology & Software Development
243,https://medium.com/swlh/what-i-learned-from-running-a-business-with-a-narcissist-884c7930eeba,What I Learned From Running a Business With a Narcissist,,243.jpg,867,0,9,The Startup,2019-07-25,Business & Entrepreneurship
245,https://medium.com/swlh/the-cosmic-limit-of-finite-life-3bcaf89f82cf,The Cosmic Limit of Finite Life,,245.jpeg,355,4,10,The Startup,2019-07-25,Lifestyle & Culture
246,https://medium.com/swlh/azure-function-job-to-delete-azure-blobs-from-blob-containers-7fbb97793ecd,Azure Function Job to Delete Azure Blobs from Blob Containers,We can create a job which runs in a…,246.jpeg,41,0,3,The Startup,2019-07-25,Technology & Software Development
251,https://medium.com/swlh/libra-blockchain-b5424870c8b6,Libra ≠ Blockchain,,251.jpeg,89,0,7,The Startup,2019-07-25,Technology & Software Development
253,https://medium.com/swlh/14-things-i-wish-i-knew-before-i-started-being-a-freelancer-6d647ba00b9f,14 Things I Wish I Knew Before I Started Being A Freelancer,It’s not a ride down the hill,253.jpeg,410,2,9,The Startup,2019-07-25,Art & Design
254,https://medium.com/swlh/dont-waste-your-life-trying-to-prove-yourself-c67726a7a04a,Don’t Waste Your Life Trying to Prove Yourself,,254.jpeg,54,0,4,The Startup,2019-07-25,Lifestyle & Culture
257,https://medium.com/swlh/ghosts-of-mont-pelerin-b1db91c3a63c,Ghosts of Mont Pelerin,The story of our economic system began with a meeting at a Swiss ski resort in…,257.jpeg,73,1,6,The Startup,2019-07-25,Business Management & Leadership
260,https://medium.com/swlh/looking-beyond-technology-and-business-2e990d6d304b,Looking beyond technology and business,How companies can innovate beyond their founding competency,260.jpeg,72,0,7,The Startup,2019-07-25,Technology & Software Development
261,https://medium.com/swlh/how-to-maintain-privacy-when-big-brother-is-watching-you-b85a36646721,How To Maintain Privacy When Big Brother is Watching You,"We are all being watched, but we can also…",261.jpeg,9,0,7,The Startup,2019-07-25,Technology & Software Development
263,https://medium.com/swlh/blockchain-solutions-for-supply-chain-industries-secured-by-the-proof-of-trust-89c4b1ab8d2,Blockchain solutions for supply chain industries secured by The Proof of Trust,,,12,0,15,The Startup,2019-07-25,Technology & Software Development
264,https://medium.com/swlh/accessibility-fail-fast-testing-prep-ec7dee37d258,Accessibility Fail Fast Testing Prep,Good planning will prevent the need to run multiple complete…,264.jpeg,78,0,6,The Startup,2019-07-25,Technology & Software Development
265,https://medium.com/swlh/discover-the-3-unknown-traits-of-people-with-high-individuality-5f402e1f2a57,Discover the 3 Unknown Traits of People with High Individuality,How and why you find it attractive in…,265.jpeg,35,0,4,The Startup,2019-07-25,Technology & Software Development
266,https://medium.com/swlh/make-your-life-a-masterpiece-312b431164e8,"<strong class=""markup--strong markup--h3-strong"">Make Your Life A Masterpiece</strong>",,266.png,71,0,5,The Startup,2019-07-25,Lifestyle & Culture
267,https://medium.com/swlh/cybersecurity-in-industrial-control-systems-the-evolving-threat-landscape-7ab01d12dee,Cybersecurity In Industrial Control Systems: The Evolving Threat Landscape,,267.jpg,38,0,16,The Startup,2019-07-25,Technology & Software Development
269,https://medium.com/swlh/executing-strategy-is-the-1-challenge-worrying-ceos-heres-a-two-part-solution-13bd3a35176f,Executing strategy is the #1 challenge worrying CEOs. Here’s a two-part solution.,Variety and…,269.jpeg,53,0,7,The Startup,2019-07-25,Business & Entrepreneurship
270,https://medium.com/swlh/choosing-the-right-classification-metric-3ad723218f7a,Choosing the right classification metric,A brief overview of cases where certain machine learning…,270.png,276,1,5,The Startup,2019-07-25,Technology & Software Development
271,https://medium.com/swlh/the-o-1-visa-hiding-in-plain-sight-65408064fe9a,The O-1 Visa: Hiding In Plain Sight?,"This article was originally published in Forbes on June 5, 2019",271.jpeg,18,0,5,The Startup,2019-07-25,Technology & Software Development
273,https://medium.com/swlh/how-to-fail-like-a-superstar-51e57ec558fe,How To Fail Like A Superstar,The 5 surprising benefits nobody talks about,273.jpg,303,1,5,The Startup,2019-07-25,Technology & Software Development
274,https://medium.com/swlh/seth-godins-three-wishes-strategy-to-make-your-best-work-successful-69e298316da4,Seth Godin’s ‘Three Wishes’ Strategy to Make Your Best Work Successful,,274.jpg,230,0,6,The Startup,2019-07-25,Business & Entrepreneurship
275,https://medium.com/swlh/net-neutrality-lives-on-thanks-to-save-the-internet-and-new-state-laws-edc756ede2e7,"<strong class=""markup--strong markup--h3-strong"">Net Neutrality Lives on Thanks to Save the Internet and New State Laws</strong>",,275.jpeg,53,0,7,The Startup,2019-07-25,Technology & Software Development
276,https://medium.com/swlh/why-brick-mortar-cant-beat-e-commerce-part-i-eedb50592994,Why Brick & Mortar Can’t Beat E-commerce (Part I),And why it shouldn’t even try to do so in the first…,276.png,46,0,7,The Startup,2019-07-25,Art & Design
284,https://medium.com/swlh/blockchain-technologys-impact-on-loyalty-reward-schemes-f61f81f2fa39,"<strong class=""markup--strong markup--h3-strong"">Blockchain technology’s impact on loyalty reward schemes</strong>",,284.png,286,1,3,The Startup,2019-07-25,Technology & Software Development
285,https://medium.com/swlh/two-cheers-for-joe-bidens-healthcare-plan-99e0375f32db,Two Cheers for Joe Biden’s Healthcare Plan,Biden’s health plan would extend coverage without greatly…,285.png,29,1,6,The Startup,2019-07-25,Science & Health
287,https://medium.com/swlh/be-on-the-lookout-for-business-email-compromise-scams-7a7d3efef06e,Be on the Lookout for Business Email Compromise Scams,Companies are losing billions to business email…,287.jpeg,40,0,4,The Startup,2019-07-25,Technology & Software Development
289,https://medium.com/swlh/exaggerated-health-claims-prompt-fda-to-hold-first-hearing-on-cbd-c49a0207ebe8,Exaggerated Health Claims Prompt FDA to Hold First Hearing on CBD,,289.jpeg,41,0,3,The Startup,2019-07-25,Technology & Software Development
290,https://medium.com/swlh/whats-the-truth-on-what-to-eat-85e16d8d37d6,What’s the Truth on What to Eat?,Our story with food over the past 70 years,290.png,260,4,5,The Startup,2019-07-25,Lifestyle & Culture
291,https://medium.com/swlh/how-your-brain-on-joyfulness-unlocks-your-full-potential-f59d33cbfbd2,How Your Brain on Joyfulness Unlocks Your Full Potential.,You better be joyful if you want to achieve…,291.jpg,105,1,4,The Startup,2019-07-25,Technology & Software Development
292,https://medium.com/swlh/autonomy-by-land-air-sea-8fe2a6e4eb5a,"Autonomy by land, air & sea",,,20,0,10,The Startup,2019-07-25,Technology & Software Development
300,https://medium.com/swlh/know-your-value-as-a-freelance-writer-349d2ce3a0e3,Know Your Value as a Freelance Writer,Your time and brainpower is valuable.,300.jpg,137,1,3,The Startup,2019-07-25,Technology & Software Development
301,https://medium.com/swlh/truthfully-were-all-pretty-damn-tired-699284b2ce6b,"Truthfully, we’re all pretty damn tired",A healthy work-life balance can go a long way.,301.jpeg,5,0,3,The Startup,2019-07-25,Science & Health
303,https://medium.com/swlh/keystone-cops-the-united-states-oughtta-level-up-its-priorities-in-its-trade-dispute-with-china-36b5ae17b0cb,Keystone Cops: the United States Oughtta Level up its Priorities in its Trade Dispute with China,,303.jpeg,41,0,5,The Startup,2019-07-25,Business & Entrepreneurship
308,https://medium.com/swlh/to-get-more-sales-you-have-to-stop-selling-91afed23f67b,"To Get More Sales, You Have to Stop Selling",Stop wondering what other people can do for you and start…,308.jpg,101,0,3,The Startup,2019-07-25,Art & Design
311,https://medium.com/swlh/how-winning-the-lottery-would-ruin-my-life-66f4df9bce70,How Winning the Lottery Would Ruin My Life,,311.jpg,11,0,5,The Startup,2019-07-25,Lifestyle & Culture
312,https://medium.com/swlh/are-you-too-scared-to-start-investing-1801cb663735,Are You Too Scared to Start Investing?,,312.jpeg,25,0,11,The Startup,2019-07-25,Art & Design
314,https://medium.com/swlh/premature-optimisation-14061a716112,"<strong class=""markup--strong markup--h3-strong"">Premature Optimisation</strong>",The inefficiency of efficiency.,314.jpg,9,0,1,The Startup,2019-07-25,Time Management & Productivity
317,https://medium.com/swlh/end-writing-procrastination-now-c853804c0e1e,End Writing Procrastination Now,,317.jpg,22,0,5,The Startup,2019-07-25,Writing & Storytelling
319,https://medium.com/swlh/living-the-holiday-life-b21fb32551e2,Living the holiday life,Why restrict the joy of holidays to holidays alone?,319.jpeg,19,0,4,The Startup,2019-07-25,Lifestyle & Culture
324,https://writingcooperative.com/stop-being-so-critical-of-your-writing-1f55eee7d713,Stop Being so Critical of Your Writing,Our inner critic is attempting to prevent us from achieving…,324.jpeg,360,2,3,The Writing Cooperative,2019-07-25,Writing & Storytelling
328,https://medium.com/datadriveninvestor/seven-falsehoods-the-republican-party-has-been-spreading-for-decades-ddf563f215c9,Seven Falsehoods the Republican Party Has Been Spreading for Decades,,328.jpg,339,7,15,Data Driven Investor,2019-07-25,Art & Design
329,https://medium.com/datadriveninvestor/lessons-in-management-from-el-profesor-bc2c8584d88,Lessons in Management from El Profesor,,329.jpeg,39,0,5,Data Driven Investor,2019-07-25,Business & Entrepreneurship
332,https://medium.com/datadriveninvestor/3-powerful-trust-signals-to-unlock-your-fintech-startups-growth-cb13f75d09b1,3 Powerful Trust Signals to Unlock Your Fintech Startups Growth,,332.png,100,0,6,Data Driven Investor,2019-07-25,Technology & Software Development
333,https://medium.com/datadriveninvestor/kill-all-unproductive-meetings-d2ddba39f87e,Kill all unproductive meetings,"Let’s face the truth,",333.jpeg,82,1,22,Data Driven Investor,2019-07-25,Business Management & Leadership
334,https://medium.com/datadriveninvestor/big-data-its-big-bias-problem-a7ec955abdb7,Big data & its Big Bias problem,,334.png,131,0,8,Data Driven Investor,2019-07-25,Technology & Software Development
338,https://medium.com/datadriveninvestor/conventional-guide-to-supervised-learning-with-scikit-learn-mathematical-formulation-of-the-lda-8b64cfd93c0e,Conventional guide to Supervised learning with scikit-learn — Mathematical formulation of the LDA and QDA classifiers…,,338.png,63,0,4,Data Driven Investor,2019-07-25,Education & Academia
341,https://medium.com/datadriveninvestor/how-to-scale-up-your-startup-output-tips-for-entrepreneurs-47c16020a67,How To Scale-up Your Startup Output: Tips for Entrepreneurs,,341.png,62,0,5,Data Driven Investor,2019-07-25,Business & Entrepreneurship
342,https://medium.com/datadriveninvestor/taking-back-control-of-your-narrative-595fe647cd2d,Taking back control of your narrative,,342.jpeg,72,0,4,Data Driven Investor,2019-07-25,Writing & Storytelling
351,https://medium.com/better-marketing/why-your-marketing-works-best-when-its-simple-2024d7961285,Your Marketing Works Best When It’s Simple,A lesson from a boy selling ice cold “beer” on the street,351.jpg,331,4,4,Better Marketing,2019-07-25,Business & Entrepreneurship
352,https://medium.com/better-marketing/youll-never-feel-good-enough-to-start-building-an-audience-312eec971627,You’ll Never Feel Good Enough to Start Building an Audience,So you might as well begin today,352.jpeg,942,9,5,Better Marketing,2019-07-25,Art & Design
353,https://medium.com/better-marketing/5-habits-that-will-help-you-write-more-a819cef5476f,5 Habits That Will Help You Write More,"Why waking up early, refusing email, and keeping a journal…",353.jpg,318,2,10,Better Marketing,2019-07-25,Technology & Software Development
354,https://medium.com/better-marketing/the-art-of-asking-the-right-questions-while-hiring-remotely-d4498195dda1,The Art of Asking the Right Questions While Hiring Remotely,Evaluating candidates over the phone is…,354.jpg,201,0,7,Better Marketing,2019-07-25,Art & Design
356,https://medium.com/better-marketing/how-not-to-succeed-as-a-creative-dbc267a03fe6,"If You Want to Succeed as a Creative, You Have to Forget About Outcomes",Focus on showing up every day…,356.jpg,120,0,6,Better Marketing,2019-07-25,Art & Design
357,https://medium.com/better-marketing/3-important-traits-for-marketing-leaders-ada6a631b0fc,3 Important Traits for Marketing Leaders,"Passion, technical aptitude, and attention to detail go a…",357.jpg,196,0,5,Better Marketing,2019-07-25,Technology & Software Development
358,https://medium.com/better-marketing/brands-mentors-and-sidekicks-in-the-new-economy-f98d2d6424c7,Mentors and Sidekicks Now Hold Crucial Roles in Marketing,"We might never meet them, but they still…",358.jpg,177,0,8,Better Marketing,2019-07-25,Business & Entrepreneurship
359,https://towardsdatascience.com/identifying-the-sources-of-winter-air-pollution-in-bangkok-part-ii-72539f9b767a,Identifying the Sources of Winter Air Pollution in Bangkok Part II,,359.jpeg,738,10,9,Towards Data Science,2019-03-30,Technology & Software Development
360,https://towardsdatascience.com/implementing-macd-in-python-cc9b2280126a,Implementing MACD in Python,MACD is a popularly used technical indicator in trading stocks…,360.jpg,474,5,5,Towards Data Science,2019-03-30,Technology & Software Development
